gradcam_index,pilot_index,image_id,class_name,true_label,true_class_id,source_type,corruption_type,severity,predicted_label,predicted_class_id,prediction_confidence,prediction_matches_target,relative_image_path,source_path,relative_heatmap_path,heatmap_path
2824,212,7520,129.Song_Sparrow,128,129,corrupted,gaussian_noise,5,128,129,0.6327587366104126,1,129.Song_Sparrow/Song_Sparrow_0097_121438.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\129.Song_Sparrow\7520_Song_Sparrow_0097_121438.jpg,corrupted\gaussian_noise\severity_5\image_7520.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_7520.png
2825,212,7520,129.Song_Sparrow,128,129,corrupted,motion_blur,1,128,129,0.9176716208457947,1,129.Song_Sparrow/Song_Sparrow_0097_121438.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\129.Song_Sparrow\7520_Song_Sparrow_0097_121438.jpg,corrupted\motion_blur\severity_1\image_7520.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_7520.png
2826,212,7520,129.Song_Sparrow,128,129,corrupted,motion_blur,3,128,129,0.8521638512611389,1,129.Song_Sparrow/Song_Sparrow_0097_121438.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\129.Song_Sparrow\7520_Song_Sparrow_0097_121438.jpg,corrupted\motion_blur\severity_3\image_7520.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_7520.png
2827,212,7520,129.Song_Sparrow,128,129,corrupted,motion_blur,5,128,129,0.5454779267311096,1,129.Song_Sparrow/Song_Sparrow_0097_121438.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\129.Song_Sparrow\7520_Song_Sparrow_0097_121438.jpg,corrupted\motion_blur\severity_5\image_7520.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_7520.png
2828,302,7521,129.Song_Sparrow,128,129,corrupted,brightness,1,128,129,0.92542964220047,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\brightness\severity_1\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7521.png
2829,302,7521,129.Song_Sparrow,128,129,corrupted,brightness,3,128,129,0.9025968909263611,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\brightness\severity_3\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_7521.png
2830,302,7521,129.Song_Sparrow,128,129,corrupted,brightness,5,128,129,0.7412976622581482,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\brightness\severity_5\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_7521.png
2831,302,7521,129.Song_Sparrow,128,129,corrupted,gaussian_noise,1,128,129,0.8761313557624817,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\gaussian_noise\severity_1\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_7521.png
2832,302,7521,129.Song_Sparrow,128,129,corrupted,gaussian_noise,3,128,129,0.48862752318382263,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\gaussian_noise\severity_3\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_7521.png
2833,302,7521,129.Song_Sparrow,128,129,corrupted,gaussian_noise,5,128,129,0.22740350663661957,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\gaussian_noise\severity_5\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_7521.png
2834,302,7521,129.Song_Sparrow,128,129,corrupted,motion_blur,1,128,129,0.4700118601322174,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\motion_blur\severity_1\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_7521.png
2835,302,7521,129.Song_Sparrow,128,129,corrupted,motion_blur,3,128,129,0.460102379322052,1,129.Song_Sparrow/Song_Sparrow_0045_121951.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\129.Song_Sparrow\7521_Song_Sparrow_0045_121951.jpg,corrupted\motion_blur\severity_3\image_7521.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_7521.png
2836,467,7588,130.Tree_Sparrow,129,130,corrupted,brightness,1,129,130,0.7103150486946106,1,130.Tree_Sparrow/Tree_Sparrow_0043_124034.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\130.Tree_Sparrow\7588_Tree_Sparrow_0043_124034.jpg,corrupted\brightness\severity_1\image_7588.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7588.png
2837,467,7588,130.Tree_Sparrow,129,130,corrupted,brightness,3,129,130,0.6931481957435608,1,130.Tree_Sparrow/Tree_Sparrow_0043_124034.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\130.Tree_Sparrow\7588_Tree_Sparrow_0043_124034.jpg,corrupted\brightness\severity_3\image_7588.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_7588.png
2838,467,7588,130.Tree_Sparrow,129,130,corrupted,brightness,5,129,130,0.6939563155174255,1,130.Tree_Sparrow/Tree_Sparrow_0043_124034.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\130.Tree_Sparrow\7588_Tree_Sparrow_0043_124034.jpg,corrupted\brightness\severity_5\image_7588.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_7588.png
2839,467,7588,130.Tree_Sparrow,129,130,corrupted,gaussian_noise,1,129,130,0.767907440662384,1,130.Tree_Sparrow/Tree_Sparrow_0043_124034.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\130.Tree_Sparrow\7588_Tree_Sparrow_0043_124034.jpg,corrupted\gaussian_noise\severity_1\image_7588.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_7588.png
2840,467,7588,130.Tree_Sparrow,129,130,corrupted,gaussian_noise,3,129,130,0.30728811025619507,1,130.Tree_Sparrow/Tree_Sparrow_0043_124034.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\130.Tree_Sparrow\7588_Tree_Sparrow_0043_124034.jpg,corrupted\gaussian_noise\severity_3\image_7588.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_7588.png
2841,88,7601,130.Tree_Sparrow,129,130,corrupted,brightness,1,129,130,0.3006722331047058,1,130.Tree_Sparrow/Tree_Sparrow_0068_125230.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\130.Tree_Sparrow\7601_Tree_Sparrow_0068_125230.jpg,corrupted\brightness\severity_1\image_7601.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7601.png
2842,88,7601,130.Tree_Sparrow,129,130,corrupted,brightness,3,129,130,0.35092344880104065,1,130.Tree_Sparrow/Tree_Sparrow_0068_125230.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\130.Tree_Sparrow\7601_Tree_Sparrow_0068_125230.jpg,corrupted\brightness\severity_3\image_7601.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_7601.png
2843,88,7601,130.Tree_Sparrow,129,130,corrupted,brightness,5,129,130,0.28357526659965515,1,130.Tree_Sparrow/Tree_Sparrow_0068_125230.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\130.Tree_Sparrow\7601_Tree_Sparrow_0068_125230.jpg,corrupted\brightness\severity_5\image_7601.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_7601.png
2844,88,7601,130.Tree_Sparrow,129,130,corrupted,gaussian_noise,1,129,130,0.17537987232208252,1,130.Tree_Sparrow/Tree_Sparrow_0068_125230.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\130.Tree_Sparrow\7601_Tree_Sparrow_0068_125230.jpg,corrupted\gaussian_noise\severity_1\image_7601.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_7601.png
2845,248,7668,131.Vesper_Sparrow,130,131,corrupted,brightness,1,130,131,0.7182714939117432,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\brightness\severity_1\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7668.png
2846,248,7668,131.Vesper_Sparrow,130,131,corrupted,brightness,3,130,131,0.7060394287109375,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\brightness\severity_3\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_7668.png
2847,248,7668,131.Vesper_Sparrow,130,131,corrupted,brightness,5,130,131,0.7385993003845215,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\brightness\severity_5\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_7668.png
2848,248,7668,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,1,130,131,0.7794262766838074,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\gaussian_noise\severity_1\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_7668.png
2849,248,7668,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,3,130,131,0.7035309672355652,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\gaussian_noise\severity_3\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_7668.png
2850,248,7668,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,5,130,131,0.8541018962860107,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\gaussian_noise\severity_5\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_7668.png
2851,248,7668,131.Vesper_Sparrow,130,131,corrupted,motion_blur,1,130,131,0.7581335306167603,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\motion_blur\severity_1\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_7668.png
2852,248,7668,131.Vesper_Sparrow,130,131,corrupted,motion_blur,3,130,131,0.8324742913246155,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\motion_blur\severity_3\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_7668.png
2853,248,7668,131.Vesper_Sparrow,130,131,corrupted,motion_blur,5,130,131,0.08542701601982117,1,131.Vesper_Sparrow/Vesper_Sparrow_0055_125611.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\131.Vesper_Sparrow\7668_Vesper_Sparrow_0055_125611.jpg,corrupted\motion_blur\severity_5\image_7668.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_7668.png
2854,439,7672,131.Vesper_Sparrow,130,131,corrupted,brightness,1,130,131,0.9002681970596313,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\brightness\severity_1\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7672.png
2855,439,7672,131.Vesper_Sparrow,130,131,corrupted,brightness,3,130,131,0.8692191243171692,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\brightness\severity_3\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_7672.png
2856,439,7672,131.Vesper_Sparrow,130,131,corrupted,brightness,5,130,131,0.874147891998291,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\brightness\severity_5\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_7672.png
2857,439,7672,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,1,130,131,0.8722504377365112,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\gaussian_noise\severity_1\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_7672.png
2858,439,7672,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,3,130,131,0.8428314924240112,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\gaussian_noise\severity_3\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_7672.png
2859,439,7672,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,5,130,131,0.646435022354126,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\gaussian_noise\severity_5\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_7672.png
2860,439,7672,131.Vesper_Sparrow,130,131,corrupted,motion_blur,1,130,131,0.9501684904098511,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\motion_blur\severity_1\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_7672.png
2861,439,7672,131.Vesper_Sparrow,130,131,corrupted,motion_blur,3,130,131,0.6163263320922852,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\motion_blur\severity_3\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_7672.png
2862,439,7672,131.Vesper_Sparrow,130,131,corrupted,motion_blur,5,130,131,0.0840863585472107,1,131.Vesper_Sparrow/Vesper_Sparrow_0031_125631.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\131.Vesper_Sparrow\7672_Vesper_Sparrow_0031_125631.jpg,corrupted\motion_blur\severity_5\image_7672.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_7672.png
2863,18,7680,131.Vesper_Sparrow,130,131,corrupted,brightness,1,130,131,0.9167868494987488,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\brightness\severity_1\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7680.png
2864,18,7680,131.Vesper_Sparrow,130,131,corrupted,brightness,3,130,131,0.9199245572090149,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\brightness\severity_3\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_7680.png
2865,18,7680,131.Vesper_Sparrow,130,131,corrupted,brightness,5,130,131,0.9120062589645386,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\brightness\severity_5\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_7680.png
2866,18,7680,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,1,130,131,0.9012002348899841,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\gaussian_noise\severity_1\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_7680.png
2867,18,7680,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,3,130,131,0.9192620515823364,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\gaussian_noise\severity_3\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_7680.png
2868,18,7680,131.Vesper_Sparrow,130,131,corrupted,gaussian_noise,5,130,131,0.8831135034561157,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_5\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\gaussian_noise\severity_5\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_5\image_7680.png
2869,18,7680,131.Vesper_Sparrow,130,131,corrupted,motion_blur,1,130,131,0.8805269002914429,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\motion_blur\severity_1\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_7680.png
2870,18,7680,131.Vesper_Sparrow,130,131,corrupted,motion_blur,3,130,131,0.9229169487953186,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\motion_blur\severity_3\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_7680.png
2871,18,7680,131.Vesper_Sparrow,130,131,corrupted,motion_blur,5,130,131,0.6486203670501709,1,131.Vesper_Sparrow/Vesper_Sparrow_0058_125661.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_5\131.Vesper_Sparrow\7680_Vesper_Sparrow_0058_125661.jpg,corrupted\motion_blur\severity_5\image_7680.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_5\image_7680.png
2872,449,7693,132.White_crowned_Sparrow,131,132,corrupted,brightness,1,131,132,0.8531312346458435,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0098_127019.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\132.White_crowned_Sparrow\7693_White_Crowned_Sparrow_0098_127019.jpg,corrupted\brightness\severity_1\image_7693.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7693.png
2873,449,7693,132.White_crowned_Sparrow,131,132,corrupted,brightness,3,131,132,0.846760630607605,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0098_127019.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_3\132.White_crowned_Sparrow\7693_White_Crowned_Sparrow_0098_127019.jpg,corrupted\brightness\severity_3\image_7693.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_3\image_7693.png
2874,449,7693,132.White_crowned_Sparrow,131,132,corrupted,brightness,5,131,132,0.8523595929145813,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0098_127019.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_5\132.White_crowned_Sparrow\7693_White_Crowned_Sparrow_0098_127019.jpg,corrupted\brightness\severity_5\image_7693.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_5\image_7693.png
2875,449,7693,132.White_crowned_Sparrow,131,132,corrupted,gaussian_noise,1,131,132,0.8229280114173889,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0098_127019.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_1\132.White_crowned_Sparrow\7693_White_Crowned_Sparrow_0098_127019.jpg,corrupted\gaussian_noise\severity_1\image_7693.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_1\image_7693.png
2876,449,7693,132.White_crowned_Sparrow,131,132,corrupted,gaussian_noise,3,131,132,0.6817017197608948,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0098_127019.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\gaussian_noise\severity_3\132.White_crowned_Sparrow\7693_White_Crowned_Sparrow_0098_127019.jpg,corrupted\gaussian_noise\severity_3\image_7693.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\gaussian_noise\severity_3\image_7693.png
2877,449,7693,132.White_crowned_Sparrow,131,132,corrupted,motion_blur,1,131,132,0.8699207305908203,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0098_127019.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_1\132.White_crowned_Sparrow\7693_White_Crowned_Sparrow_0098_127019.jpg,corrupted\motion_blur\severity_1\image_7693.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_1\image_7693.png
2878,449,7693,132.White_crowned_Sparrow,131,132,corrupted,motion_blur,3,131,132,0.42709243297576904,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0098_127019.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\motion_blur\severity_3\132.White_crowned_Sparrow\7693_White_Crowned_Sparrow_0098_127019.jpg,corrupted\motion_blur\severity_3\image_7693.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\motion_blur\severity_3\image_7693.png
2879,161,7712,132.White_crowned_Sparrow,131,132,corrupted,brightness,1,131,132,0.873803436756134,1,132.White_crowned_Sparrow/White_Crowned_Sparrow_0076_127604.jpg,D:\Demo Python\visual_explanation_robustness\data\corrupted\pilot\brightness\severity_1\132.White_crowned_Sparrow\7712_White_Crowned_Sparrow_0076_127604.jpg,corrupted\brightness\severity_1\image_7712.png,D:\Demo Python\visual_explanation_robustness\results\pilot_gradcam\heatmaps\corrupted\brightness\severity_1\image_7712.png
